COD_LICITACION;COD_PROVEEDOR;PRECIO_TOTAL_OFRECIDO;PRECIO_UNITARIO;CANTIDAD_PIENSA_PROVEER;FECHA_ESPERADA_ENTREGA;NUMERO_LOTE;FECHA_EXPIRACION_LOTE;
3020331;'weqo42@gmail.com';195959;10313;19;TO_DATE('2013-07-25','YYYY-MM-DD');3921884;TO_DATE('2015-03-31','YYYY-MM-DD');
9548214;'ceti18@hotmail.com';17079;853;20;TO_DATE('2013-10-04','YYYY-MM-DD');7319917;TO_DATE('2013-10-11','YYYY-MM-DD');
9548214;'fo67@yahoo.com';162057;7366;22;TO_DATE('2013-10-09','YYYY-MM-DD');7018084;TO_DATE('2013-10-17','YYYY-MM-DD');
9548214;'jaqe80@uniandes.edu.co';105370;7526;14;TO_DATE('2013-10-12','YYYY-MM-DD');505115;TO_DATE('2013-10-24','YYYY-MM-DD');
9548214;'juzo69@yahoo.com';201889;14420;14;TO_DATE('2013-10-13','YYYY-MM-DD');7465692;TO_DATE('2013-10-23','YYYY-MM-DD');
9548214;'ke46@gmail.com';295883;18492;16;TO_DATE('2013-10-09','YYYY-MM-DD');2519509;TO_DATE('2013-10-21','YYYY-MM-DD');
9548214;'ti55@uniandes.edu.co';254109;18150;14;TO_DATE('2013-10-08','YYYY-MM-DD');1176922;TO_DATE('2013-10-19','YYYY-MM-DD');
9548214;'xiju86@hotmail.com';56984;2477;23;TO_DATE('2013-10-09','YYYY-MM-DD');3784824;TO_DATE('2013-10-17','YYYY-MM-DD');
8243298;'leju18@hotmail.com';99550;7657;13;TO_DATE('2013-06-02','YYYY-MM-DD');1659312;TO_DATE('2014-01-16','YYYY-MM-DD');
8243298;'nese28@uniandes.edu.co';12961;1620;8;TO_DATE('2013-06-02','YYYY-MM-DD');927523;TO_DATE('2014-03-17','YYYY-MM-DD');
8243298;'re16@uniandes.edu.co';34259;2635;13;TO_DATE('2013-06-03','YYYY-MM-DD');8954726;TO_DATE('2013-10-11','YYYY-MM-DD');
8243298;'to8@yahoo.com';195901;24487;8;TO_DATE('2013-06-02','YYYY-MM-DD');6582191;TO_DATE('2013-11-07','YYYY-MM-DD');
8243298;'xe60@hotmail.com';236051;26227;9;TO_DATE('2013-06-03','YYYY-MM-DD');7583920;TO_DATE('2014-01-27','YYYY-MM-DD');
7433254;'ce47@uniandes.edu.co';125695;125695;1;TO_DATE('2013-11-18','YYYY-MM-DD');2192963;TO_DATE('2013-11-29','YYYY-MM-DD');
7433254;'fo67@yahoo.com';166964;83482;2;TO_DATE('2013-11-18','YYYY-MM-DD');494220;TO_DATE('2013-11-27','YYYY-MM-DD');
7433254;'le97@uniandes.edu.co';79844;79844;1;TO_DATE('2013-11-21','YYYY-MM-DD');9210925;TO_DATE('2013-12-04','YYYY-MM-DD');
7433254;'lu70@gmail.com';96001;96001;1;TO_DATE('2013-11-19','YYYY-MM-DD');2352174;TO_DATE('2013-11-27','YYYY-MM-DD');
7433254;'sopu71@gmail.com';216795;216795;1;TO_DATE('2013-11-25','YYYY-MM-DD');7828891;TO_DATE('2013-12-08','YYYY-MM-DD');
7433254;'ti55@uniandes.edu.co';199431;199431;1;TO_DATE('2013-11-20','YYYY-MM-DD');1876912;TO_DATE('2013-11-28','YYYY-MM-DD');
7433254;'vomu47@yahoo.com';254373;254373;1;TO_DATE('2013-11-21','YYYY-MM-DD');8898224;TO_DATE('2013-12-05','YYYY-MM-DD');
791391;'yi85@uniandes.edu.co';164728;16472;10;TO_DATE('2013-07-29','YYYY-MM-DD');3864350;TO_DATE('2013-08-09','YYYY-MM-DD');
6199300;'fu41@hotmail.com';208985;8037;26;TO_DATE('2013-05-05','YYYY-MM-DD');681307;TO_DATE('2014-02-09','YYYY-MM-DD');
6199300;'mo36@gmail.com';248114;16540;15;TO_DATE('2013-05-04','YYYY-MM-DD');4839535;TO_DATE('2013-09-26','YYYY-MM-DD');
6199300;'nobe91@yahoo.com';43480;1672;26;TO_DATE('2013-05-03','YYYY-MM-DD');8405963;TO_DATE('2013-11-23','YYYY-MM-DD');
6199300;'roha13@uniandes.edu.co';20608;1373;15;TO_DATE('2013-05-03','YYYY-MM-DD');2051615;TO_DATE('2014-01-21','YYYY-MM-DD');
6199300;'xuya77@hotmail.com';46213;1848;25;TO_DATE('2013-05-10','YYYY-MM-DD');7216803;TO_DATE('2013-10-14','YYYY-MM-DD');
2257316;'peqe75@gmail.com';285458;28545;10;TO_DATE('2013-12-06','YYYY-MM-DD');3866462;TO_DATE('2015-09-12','YYYY-MM-DD');
603571;'jaqe80@uniandes.edu.co';239509;26612;9;TO_DATE('2013-07-25','YYYY-MM-DD');792215;TO_DATE('2013-08-07','YYYY-MM-DD');
603571;'ti55@uniandes.edu.co';185351;14257;13;TO_DATE('2013-07-24','YYYY-MM-DD');1432653;TO_DATE('2013-08-03','YYYY-MM-DD');
7354179;'juzo69@yahoo.com';142740;23790;6;TO_DATE('2014-01-23','YYYY-MM-DD');7863743;TO_DATE('2014-01-31','YYYY-MM-DD');
7354179;'ke46@gmail.com';119852;29963;4;TO_DATE('2014-01-24','YYYY-MM-DD');9435694;TO_DATE('2014-02-02','YYYY-MM-DD');
7354179;'lu70@gmail.com';198112;66037;3;TO_DATE('2014-01-21','YYYY-MM-DD');7765912;TO_DATE('2014-02-02','YYYY-MM-DD');
7354179;'paki19@yahoo.com';258490;86163;3;TO_DATE('2014-01-24','YYYY-MM-DD');2075848;TO_DATE('2014-01-31','YYYY-MM-DD');
7354179;'soxo3@gmail.com';213641;42728;5;TO_DATE('2014-01-21','YYYY-MM-DD');1485717;TO_DATE('2014-02-02','YYYY-MM-DD');
7354179;'vima99@yahoo.com';27819;9273;3;TO_DATE('2014-01-26','YYYY-MM-DD');9361350;TO_DATE('2014-02-04','YYYY-MM-DD');
570640;'lu59@uniandes.edu.co';235018;117509;2;TO_DATE('2013-09-17','YYYY-MM-DD');6747162;TO_DATE('2014-04-15','YYYY-MM-DD');
570640;'seqo49@uniandes.edu.co';140143;140143;1;TO_DATE('2013-09-20','YYYY-MM-DD');8354361;TO_DATE('2014-03-13','YYYY-MM-DD');
570640;'tu39@yahoo.com';155536;155536;1;TO_DATE('2013-09-10','YYYY-MM-DD');195755;TO_DATE('2014-04-17','YYYY-MM-DD');
570640;'xuya77@hotmail.com';218524;218524;1;TO_DATE('2013-09-13','YYYY-MM-DD');4324889;TO_DATE('2014-05-27','YYYY-MM-DD');
9599834;'ti55@uniandes.edu.co';167246;27874;6;TO_DATE('2013-06-09','YYYY-MM-DD');976949;TO_DATE('2013-06-20','YYYY-MM-DD');
818954;'ceti18@hotmail.com';288201;72050;4;TO_DATE('2014-02-26','YYYY-MM-DD');7646945;TO_DATE('2014-03-08','YYYY-MM-DD');
818954;'guwa51@hotmail.com';150966;37741;4;TO_DATE('2014-02-27','YYYY-MM-DD');6999618;TO_DATE('2014-03-07','YYYY-MM-DD');
818954;'le97@uniandes.edu.co';88575;14762;6;TO_DATE('2014-02-28','YYYY-MM-DD');8152113;TO_DATE('2014-03-14','YYYY-MM-DD');
818954;'rola90@uniandes.edu.co';237275;59318;4;TO_DATE('2014-02-21','YYYY-MM-DD');450355;TO_DATE('2014-03-01','YYYY-MM-DD');
818954;'ru61@uniandes.edu.co';158325;22617;7;TO_DATE('2014-02-22','YYYY-MM-DD');4100326;TO_DATE('2014-03-05','YYYY-MM-DD');
818954;'sopu71@gmail.com';77074;12845;6;TO_DATE('2014-02-22','YYYY-MM-DD');1700999;TO_DATE('2014-03-02','YYYY-MM-DD');
818954;'vima99@yahoo.com';291348;72837;4;TO_DATE('2014-02-21','YYYY-MM-DD');9217904;TO_DATE('2014-03-06','YYYY-MM-DD');
818954;'xa62@uniandes.edu.co';192646;24080;8;TO_DATE('2014-02-24','YYYY-MM-DD');9992468;TO_DATE('2014-03-10','YYYY-MM-DD');
9016675;'dixu22@yahoo.com';207083;12942;16;TO_DATE('2013-06-21','YYYY-MM-DD');3431727;TO_DATE('2014-08-22','YYYY-MM-DD');
9016675;'peqe75@gmail.com';118547;6973;17;TO_DATE('2013-06-30','YYYY-MM-DD');7144840;TO_DATE('2014-07-17','YYYY-MM-DD');
9016675;'qaco88@gmail.com';76963;4810;16;TO_DATE('2013-06-24','YYYY-MM-DD');6829604;TO_DATE('2014-10-03','YYYY-MM-DD');
9016675;'weqo42@gmail.com';58048;3628;16;TO_DATE('2013-06-21','YYYY-MM-DD');9615104;TO_DATE('2014-12-10','YYYY-MM-DD');
4452402;'li12@yahoo.com';174682;43670;4;TO_DATE('2014-03-13','YYYY-MM-DD');4781462;TO_DATE('2015-01-02','YYYY-MM-DD');
4452402;'mo36@gmail.com';292103;48683;6;TO_DATE('2014-03-08','YYYY-MM-DD');7370979;TO_DATE('2014-12-18','YYYY-MM-DD');
4452402;'qe95@uniandes.edu.co';170849;34169;5;TO_DATE('2014-03-13','YYYY-MM-DD');8849688;TO_DATE('2014-10-05','YYYY-MM-DD');
4452402;'re16@uniandes.edu.co';290857;96952;3;TO_DATE('2014-03-11','YYYY-MM-DD');9194310;TO_DATE('2014-10-11','YYYY-MM-DD');
4452402;'rofi34@gmail.com';68978;13795;5;TO_DATE('2014-03-17','YYYY-MM-DD');4823309;TO_DATE('2014-07-16','YYYY-MM-DD');
4452402;'tu39@yahoo.com';12067;4022;3;TO_DATE('2014-03-13','YYYY-MM-DD');5964601;TO_DATE('2014-08-29','YYYY-MM-DD');
4452402;'xe60@hotmail.com';112916;37638;3;TO_DATE('2014-03-09','YYYY-MM-DD');250063;TO_DATE('2014-12-08','YYYY-MM-DD');
4452402;'ya84@uniandes.edu.co';147157;49052;3;TO_DATE('2014-03-09','YYYY-MM-DD');9596566;TO_DATE('2014-12-12','YYYY-MM-DD');
8391857;'du32@hotmail.com';116993;12999;9;TO_DATE('2013-12-29','YYYY-MM-DD');9505051;TO_DATE('2014-01-11','YYYY-MM-DD');
8391857;'na80@gmail.com';217680;24186;9;TO_DATE('2014-01-01','YYYY-MM-DD');7837432;TO_DATE('2014-01-08','YYYY-MM-DD');
8391857;'sopu71@gmail.com';92836;11604;8;TO_DATE('2014-01-05','YYYY-MM-DD');2946697;TO_DATE('2014-01-14','YYYY-MM-DD');
8391857;'yi85@uniandes.edu.co';207479;29639;7;TO_DATE('2014-01-05','YYYY-MM-DD');4133169;TO_DATE('2014-01-18','YYYY-MM-DD');
8996721;'fo67@yahoo.com';47172;1626;29;TO_DATE('2014-01-09','YYYY-MM-DD');8295988;TO_DATE('2014-01-20','YYYY-MM-DD');
8996721;'ru61@uniandes.edu.co';227825;8437;27;TO_DATE('2014-01-08','YYYY-MM-DD');9938636;TO_DATE('2014-01-15','YYYY-MM-DD');
8996721;'sopu71@gmail.com';231619;8908;26;TO_DATE('2014-01-06','YYYY-MM-DD');2322306;TO_DATE('2014-01-19','YYYY-MM-DD');
8996721;'soxo3@gmail.com';114139;6341;18;TO_DATE('2014-01-09','YYYY-MM-DD');1431635;TO_DATE('2014-01-18','YYYY-MM-DD');
8996721;'tayu63@gmail.com';162508;5603;29;TO_DATE('2014-01-09','YYYY-MM-DD');8337043;TO_DATE('2014-01-22','YYYY-MM-DD');
8996721;'ti55@uniandes.edu.co';58706;3669;16;TO_DATE('2014-01-11','YYYY-MM-DD');3569698;TO_DATE('2014-01-19','YYYY-MM-DD');
9471810;'juzo69@yahoo.com';178496;8499;21;TO_DATE('2014-03-30','YYYY-MM-DD');5919555;TO_DATE('2014-04-11','YYYY-MM-DD');
9471810;'lu70@gmail.com';52071;3471;15;TO_DATE('2014-04-09','YYYY-MM-DD');8013238;TO_DATE('2014-04-23','YYYY-MM-DD');
9471810;'xa62@uniandes.edu.co';287014;13667;21;TO_DATE('2014-03-30','YYYY-MM-DD');4040267;TO_DATE('2014-04-10','YYYY-MM-DD');
9471810;'yi85@uniandes.edu.co';147221;9814;15;TO_DATE('2014-04-07','YYYY-MM-DD');312830;TO_DATE('2014-04-15','YYYY-MM-DD');
4535693;'bu86@yahoo.com';275608;30623;9;TO_DATE('2014-03-31','YYYY-MM-DD');426055;TO_DATE('2015-11-01','YYYY-MM-DD');
4535693;'go36@gmail.com';247732;27525;9;TO_DATE('2014-04-04','YYYY-MM-DD');786909;TO_DATE('2015-06-04','YYYY-MM-DD');
4535693;'hexo12@yahoo.com';115984;12887;9;TO_DATE('2014-04-04','YYYY-MM-DD');330263;TO_DATE('2015-08-30','YYYY-MM-DD');
4535693;'kido42@uniandes.edu.co';210673;17556;12;TO_DATE('2014-04-04','YYYY-MM-DD');7575344;TO_DATE('2015-06-19','YYYY-MM-DD');
4535693;'peqe75@gmail.com';175651;19516;9;TO_DATE('2014-03-28','YYYY-MM-DD');2041616;TO_DATE('2015-07-17','YYYY-MM-DD');
4535693;'pixu63@uniandes.edu.co';226951;16210;14;TO_DATE('2014-04-02','YYYY-MM-DD');4687120;TO_DATE('2015-05-25','YYYY-MM-DD');
4535693;'vi15@gmail.com';166660;18517;9;TO_DATE('2014-04-06','YYYY-MM-DD');6056630;TO_DATE('2015-06-07','YYYY-MM-DD');
969566;'bi18@yahoo.com';242380;30297;8;TO_DATE('2014-03-01','YYYY-MM-DD');7677295;TO_DATE('2014-09-12','YYYY-MM-DD');
969566;'bilu91@gmail.com';100315;20063;5;TO_DATE('2014-03-03','YYYY-MM-DD');8774668;TO_DATE('2014-12-27','YYYY-MM-DD');
969566;'lodi27@hotmail.com';189319;47329;4;TO_DATE('2014-02-26','YYYY-MM-DD');1850299;TO_DATE('2014-11-17','YYYY-MM-DD');
969566;'lu59@uniandes.edu.co';153977;38494;4;TO_DATE('2014-03-02','YYYY-MM-DD');8469758;TO_DATE('2014-12-12','YYYY-MM-DD');
969566;'nese28@uniandes.edu.co';37870;9467;4;TO_DATE('2014-03-01','YYYY-MM-DD');653103;TO_DATE('2014-07-12','YYYY-MM-DD');
969566;'nobe91@yahoo.com';178780;44695;4;TO_DATE('2014-03-05','YYYY-MM-DD');2891472;TO_DATE('2014-10-30','YYYY-MM-DD');
969566;'rofi34@gmail.com';190292;27184;7;TO_DATE('2014-03-04','YYYY-MM-DD');6966958;TO_DATE('2014-11-30','YYYY-MM-DD');
969566;'to8@yahoo.com';288130;72032;4;TO_DATE('2014-03-07','YYYY-MM-DD');4065207;TO_DATE('2014-11-13','YYYY-MM-DD');
969566;'ya84@uniandes.edu.co';76481;12746;6;TO_DATE('2014-03-06','YYYY-MM-DD');8255056;TO_DATE('2014-06-20','YYYY-MM-DD');
2125216;'leju18@hotmail.com';206845;8273;25;TO_DATE('2013-05-17','YYYY-MM-DD');3638665;TO_DATE('2013-10-27','YYYY-MM-DD');
2125216;'lodi27@hotmail.com';218586;16814;13;TO_DATE('2013-05-15','YYYY-MM-DD');4401849;TO_DATE('2013-12-09','YYYY-MM-DD');
2125216;'nese28@uniandes.edu.co';45456;3496;13;TO_DATE('2013-05-18','YYYY-MM-DD');6189928;TO_DATE('2014-01-07','YYYY-MM-DD');
2125216;'nobe91@yahoo.com';209395;11020;19;TO_DATE('2013-05-16','YYYY-MM-DD');4288705;TO_DATE('2013-08-27','YYYY-MM-DD');
2125216;'rofi34@gmail.com';254741;19595;13;TO_DATE('2013-05-15','YYYY-MM-DD');5007030;TO_DATE('2014-01-31','YYYY-MM-DD');
2125216;'roha13@uniandes.edu.co';108149;8319;13;TO_DATE('2013-05-13','YYYY-MM-DD');187366;TO_DATE('2013-09-18','YYYY-MM-DD');
2125216;'seqo49@uniandes.edu.co';216529;16656;13;TO_DATE('2013-05-17','YYYY-MM-DD');121531;TO_DATE('2014-03-12','YYYY-MM-DD');
8421863;'leju18@hotmail.com';139291;7738;18;TO_DATE('2013-10-28','YYYY-MM-DD');3938001;TO_DATE('2014-06-11','YYYY-MM-DD');
8421863;'lu59@uniandes.edu.co';89123;3427;26;TO_DATE('2013-11-07','YYYY-MM-DD');1716906;TO_DATE('2014-05-16','YYYY-MM-DD');
8421863;'mo36@gmail.com';217289;12071;18;TO_DATE('2013-10-29','YYYY-MM-DD');8250161;TO_DATE('2014-03-07','YYYY-MM-DD');
8421863;'nobe91@yahoo.com';172663;5232;33;TO_DATE('2013-10-31','YYYY-MM-DD');4698783;TO_DATE('2014-04-05','YYYY-MM-DD');
8421863;'qe95@uniandes.edu.co';295200;16400;18;TO_DATE('2013-11-01','YYYY-MM-DD');3940857;TO_DATE('2014-02-17','YYYY-MM-DD');
8421863;'roha13@uniandes.edu.co';188300;7845;24;TO_DATE('2013-11-06','YYYY-MM-DD');2800819;TO_DATE('2014-05-28','YYYY-MM-DD');
8421863;'seqo49@uniandes.edu.co';259368;14409;18;TO_DATE('2013-11-03','YYYY-MM-DD');8924575;TO_DATE('2014-07-19','YYYY-MM-DD');
8421863;'tu39@yahoo.com';155614;8645;18;TO_DATE('2013-11-01','YYYY-MM-DD');5683550;TO_DATE('2014-04-24','YYYY-MM-DD');
8421863;'xe60@hotmail.com';278538;13263;21;TO_DATE('2013-11-05','YYYY-MM-DD');7314130;TO_DATE('2014-08-07','YYYY-MM-DD');
8421863;'xuya77@hotmail.com';92621;5145;18;TO_DATE('2013-11-07','YYYY-MM-DD');477898;TO_DATE('2014-07-08','YYYY-MM-DD');
1587316;'nobe91@yahoo.com';283194;141597;2;TO_DATE('2013-11-15','YYYY-MM-DD');168119;TO_DATE('2014-05-08','YYYY-MM-DD');
1587316;'pavi78@uniandes.edu.co';146748;146748;1;TO_DATE('2013-11-16','YYYY-MM-DD');6268687;TO_DATE('2014-03-07','YYYY-MM-DD');
1587316;'re16@uniandes.edu.co';266377;266377;1;TO_DATE('2013-11-14','YYYY-MM-DD');8983622;TO_DATE('2014-04-02','YYYY-MM-DD');
1587316;'to8@yahoo.com';268792;134396;2;TO_DATE('2013-11-08','YYYY-MM-DD');9380538;TO_DATE('2014-03-11','YYYY-MM-DD');
1587316;'tu39@yahoo.com';223869;223869;1;TO_DATE('2013-11-11','YYYY-MM-DD');3316480;TO_DATE('2014-03-14','YYYY-MM-DD');
1587316;'xuya77@hotmail.com';203101;203101;1;TO_DATE('2013-11-08','YYYY-MM-DD');6220926;TO_DATE('2014-06-29','YYYY-MM-DD');
3694502;'du32@hotmail.com';203910;12744;16;TO_DATE('2014-01-24','YYYY-MM-DD');2317135;TO_DATE('2014-02-06','YYYY-MM-DD');
3694502;'fo67@yahoo.com';219525;24391;9;TO_DATE('2014-01-26','YYYY-MM-DD');6890608;TO_DATE('2014-02-06','YYYY-MM-DD');
3694502;'paki19@yahoo.com';223887;12438;18;TO_DATE('2014-01-26','YYYY-MM-DD');2497771;TO_DATE('2014-02-05','YYYY-MM-DD');
7515685;'ce47@uniandes.edu.co';227377;12632;18;TO_DATE('2014-03-23','YYYY-MM-DD');2044459;TO_DATE('2014-04-04','YYYY-MM-DD');
7515685;'ceti18@hotmail.com';283225;15734;18;TO_DATE('2014-03-25','YYYY-MM-DD');8263748;TO_DATE('2014-04-03','YYYY-MM-DD');
7515685;'du32@hotmail.com';264599;12599;21;TO_DATE('2014-03-29','YYYY-MM-DD');4297459;TO_DATE('2014-04-12','YYYY-MM-DD');
7515685;'fo67@yahoo.com';250606;7831;32;TO_DATE('2014-03-30','YYYY-MM-DD');4179502;TO_DATE('2014-04-06','YYYY-MM-DD');
7515685;'le97@uniandes.edu.co';74100;4116;18;TO_DATE('2014-03-30','YYYY-MM-DD');2691017;TO_DATE('2014-04-08','YYYY-MM-DD');
7515685;'rola90@uniandes.edu.co';252478;14026;18;TO_DATE('2014-03-31','YYYY-MM-DD');2290620;TO_DATE('2014-04-14','YYYY-MM-DD');
7515685;'soxo3@gmail.com';53858;2992;18;TO_DATE('2014-03-25','YYYY-MM-DD');9898162;TO_DATE('2014-04-03','YYYY-MM-DD');
7515685;'yi85@uniandes.edu.co';185630;6187;30;TO_DATE('2014-03-24','YYYY-MM-DD');1289896;TO_DATE('2014-04-01','YYYY-MM-DD');
904175;'bu86@yahoo.com';257620;12881;20;TO_DATE('2013-05-31','YYYY-MM-DD');7155063;TO_DATE('2014-06-13','YYYY-MM-DD');
904175;'dixu22@yahoo.com';141488;7446;19;TO_DATE('2013-05-26','YYYY-MM-DD');33683;TO_DATE('2015-03-13','YYYY-MM-DD');
904175;'go36@gmail.com';90174;2908;31;TO_DATE('2013-05-27','YYYY-MM-DD');5054166;TO_DATE('2015-03-30','YYYY-MM-DD');
904175;'kido42@uniandes.edu.co';230015;12106;19;TO_DATE('2013-05-29','YYYY-MM-DD');3346368;TO_DATE('2015-01-08','YYYY-MM-DD');
904175;'peqe75@gmail.com';125801;5718;22;TO_DATE('2013-05-24','YYYY-MM-DD');276652;TO_DATE('2014-07-15','YYYY-MM-DD');
904175;'pixu63@uniandes.edu.co';227027;11351;20;TO_DATE('2013-05-23','YYYY-MM-DD');460084;TO_DATE('2015-03-23','YYYY-MM-DD');
904175;'zufo3@hotmail.com';98104;3503;28;TO_DATE('2013-05-22','YYYY-MM-DD');6044682;TO_DATE('2014-12-14','YYYY-MM-DD');
5201752;'vu53@hotmail.com';296197;37024;8;TO_DATE('2014-03-25','YYYY-MM-DD');7082304;TO_DATE('2016-02-04','YYYY-MM-DD');
7849251;'juzo69@yahoo.com';134699;9621;14;TO_DATE('2014-02-11','YYYY-MM-DD');5782854;TO_DATE('2014-02-22','YYYY-MM-DD');
7849251;'xa62@uniandes.edu.co';106225;6639;16;TO_DATE('2014-02-03','YYYY-MM-DD');581483;TO_DATE('2014-02-15','YYYY-MM-DD');
3345964;'dixu22@yahoo.com';102495;8541;12;TO_DATE('2013-12-31','YYYY-MM-DD');1282531;TO_DATE('2015-11-18','YYYY-MM-DD');
3345964;'peqe75@gmail.com';30244;2520;12;TO_DATE('2014-01-02','YYYY-MM-DD');6051145;TO_DATE('2015-06-19','YYYY-MM-DD');
3345964;'qaco88@gmail.com';150504;6271;24;TO_DATE('2013-12-27','YYYY-MM-DD');8434507;TO_DATE('2015-06-14','YYYY-MM-DD');
3345964;'vi15@gmail.com';160764;13397;12;TO_DATE('2014-01-03','YYYY-MM-DD');5214484;TO_DATE('2015-02-05','YYYY-MM-DD');
6116350;'na80@gmail.com';171583;8170;21;TO_DATE('2013-06-13','YYYY-MM-DD');5830565;TO_DATE('2013-06-20','YYYY-MM-DD');
6116350;'pa82@uniandes.edu.co';109606;4982;22;TO_DATE('2013-06-14','YYYY-MM-DD');9554927;TO_DATE('2013-06-28','YYYY-MM-DD');
6116350;'yi85@uniandes.edu.co';119894;4795;25;TO_DATE('2013-06-13','YYYY-MM-DD');9991023;TO_DATE('2013-06-23','YYYY-MM-DD');
165700;'du32@hotmail.com';246874;27430;9;TO_DATE('2013-12-16','YYYY-MM-DD');2604452;TO_DATE('2013-12-28','YYYY-MM-DD');
165700;'joca23@hotmail.com';21421;1260;17;TO_DATE('2013-12-17','YYYY-MM-DD');3309618;TO_DATE('2013-12-29','YYYY-MM-DD');
165700;'ko62@hotmail.com';49872;5541;9;TO_DATE('2013-12-24','YYYY-MM-DD');9898238;TO_DATE('2014-01-01','YYYY-MM-DD');
165700;'pa82@uniandes.edu.co';298776;33197;9;TO_DATE('2013-12-17','YYYY-MM-DD');3808330;TO_DATE('2013-12-27','YYYY-MM-DD');
165700;'sopu71@gmail.com';242349;26927;9;TO_DATE('2013-12-15','YYYY-MM-DD');7774836;TO_DATE('2013-12-27','YYYY-MM-DD');
7131229;'go36@gmail.com';264719;16544;16;TO_DATE('2014-02-28','YYYY-MM-DD');4913906;TO_DATE('2015-04-20','YYYY-MM-DD');
7131229;'hexo12@yahoo.com';80192;8019;10;TO_DATE('2014-02-25','YYYY-MM-DD');9889721;TO_DATE('2015-08-11','YYYY-MM-DD');
7131229;'to91@gmail.com';271463;33932;8;TO_DATE('2014-02-26','YYYY-MM-DD');8519062;TO_DATE('2016-01-06','YYYY-MM-DD');
7131229;'zufo3@hotmail.com';279227;21479;13;TO_DATE('2014-02-28','YYYY-MM-DD');5108089;TO_DATE('2015-10-14','YYYY-MM-DD');
1407888;'go36@gmail.com';268874;53774;5;TO_DATE('2013-09-24','YYYY-MM-DD');6616176;TO_DATE('2014-11-02','YYYY-MM-DD');
1407888;'lo35@uniandes.edu.co';107826;21565;5;TO_DATE('2013-09-26','YYYY-MM-DD');1702700;TO_DATE('2014-10-06','YYYY-MM-DD');
1407888;'peqe75@gmail.com';240003;48000;5;TO_DATE('2013-09-27','YYYY-MM-DD');4335517;TO_DATE('2015-09-05','YYYY-MM-DD');
1407888;'pixu63@uniandes.edu.co';35438;7087;5;TO_DATE('2013-09-19','YYYY-MM-DD');2863732;TO_DATE('2015-01-17','YYYY-MM-DD');
1407888;'vi15@gmail.com';61836;12367;5;TO_DATE('2013-09-20','YYYY-MM-DD');3701870;TO_DATE('2015-02-14','YYYY-MM-DD');
7447530;'fu41@hotmail.com';251538;9674;26;TO_DATE('2013-07-05','YYYY-MM-DD');3332217;TO_DATE('2014-03-12','YYYY-MM-DD');
7447530;'li12@yahoo.com';288649;11101;26;TO_DATE('2013-07-06','YYYY-MM-DD');7327125;TO_DATE('2014-04-24','YYYY-MM-DD');
7447530;'lu59@uniandes.edu.co';266064;19004;14;TO_DATE('2013-07-05','YYYY-MM-DD');271011;TO_DATE('2013-11-14','YYYY-MM-DD');
7447530;'nese28@uniandes.edu.co';125961;6629;19;TO_DATE('2013-07-07','YYYY-MM-DD');8676614;TO_DATE('2014-02-13','YYYY-MM-DD');
7447530;'qe95@uniandes.edu.co';228843;8172;28;TO_DATE('2013-07-08','YYYY-MM-DD');6586161;TO_DATE('2013-12-13','YYYY-MM-DD');
7447530;'roha13@uniandes.edu.co';144261;10304;14;TO_DATE('2013-07-05','YYYY-MM-DD');5335527;TO_DATE('2014-03-02','YYYY-MM-DD');
7447530;'tu39@yahoo.com';223076;15934;14;TO_DATE('2013-07-03','YYYY-MM-DD');1002079;TO_DATE('2013-10-21','YYYY-MM-DD');
7447530;'xe60@hotmail.com';90208;6443;14;TO_DATE('2013-07-06','YYYY-MM-DD');4745336;TO_DATE('2014-04-24','YYYY-MM-DD');
7447530;'ya84@uniandes.edu.co';13309;950;14;TO_DATE('2013-07-02','YYYY-MM-DD');9466459;TO_DATE('2014-02-18','YYYY-MM-DD');
4396891;'ne45@yahoo.com';78209;4344;18;TO_DATE('2013-07-20','YYYY-MM-DD');5329984;TO_DATE('2014-02-25','YYYY-MM-DD');
4396891;'nese28@uniandes.edu.co';106189;5309;20;TO_DATE('2013-07-10','YYYY-MM-DD');7105071;TO_DATE('2013-10-26','YYYY-MM-DD');
4396891;'nobe91@yahoo.com';140005;7368;19;TO_DATE('2013-07-17','YYYY-MM-DD');8923331;TO_DATE('2013-12-26','YYYY-MM-DD');
4396891;'rofi34@gmail.com';82902;6908;12;TO_DATE('2013-07-14','YYYY-MM-DD');6859770;TO_DATE('2014-04-06','YYYY-MM-DD');
4396891;'seqo49@uniandes.edu.co';146447;12203;12;TO_DATE('2013-07-18','YYYY-MM-DD');9216099;TO_DATE('2014-01-29','YYYY-MM-DD');
4396891;'vazi20@hotmail.com';216354;12019;18;TO_DATE('2013-07-13','YYYY-MM-DD');814477;TO_DATE('2013-11-11','YYYY-MM-DD');
4396891;'ya84@uniandes.edu.co';203119;9232;22;TO_DATE('2013-07-15','YYYY-MM-DD');4376614;TO_DATE('2013-12-09','YYYY-MM-DD');
764421;'go36@gmail.com';90599;12942;7;TO_DATE('2013-12-06','YYYY-MM-DD');1333616;TO_DATE('2015-10-28','YYYY-MM-DD');
764421;'hexo12@yahoo.com';211754;30250;7;TO_DATE('2013-12-06','YYYY-MM-DD');5291593;TO_DATE('2015-03-27','YYYY-MM-DD');
764421;'kido42@uniandes.edu.co';287944;31993;9;TO_DATE('2013-12-04','YYYY-MM-DD');9299685;TO_DATE('2015-02-10','YYYY-MM-DD');
